# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 FPKM in experiment E-GEOD-50191
# Selected columns: 23 (all)
# Timestamp: Mon, 02-Nov-2020 23:33:03
Gene ID	Gene Name	vegetative meristem	internode 6-7	internode 7-8	growth zone of leaf 8	stomatal division zone of leaf 8	symmetrical division zone of leaf 8	mature leaf 8	primary root	root cortex	root differentiation zone	root elongation zone	secondary root	mature pollen	mature female spikelet	2-4 mm from tip of ear primordium	6-8 mm from tip of ear primordium	unpollinated silk	endosperm 12 days after pollination	endosperm crown	pericarp and aleurone	embryo 20 days after pollination	embryo 38 days after pollination	germinated embryo 2 days after imbibition
Zm00001d047612	Zm00001d047612	45.0	38.0	46.0	38.0	51.0	67.0	32.0	23.0	13.0	55.0	10.0	26.0	0.3	52.0	65.0	69.0	32.0	43.0	11.0	28.0	35.0	32.0	41.0
Zm00001d047613	Zm00001d047613																		0.1	0.1				
Zm00001d047614	Zm00001d047614	13.0	18.0	23.0	10.0	9.0	4.0	0.3	9.0	3.0	5.0	20.0	8.0	3.0	70.0	8.0	9.0	61.0	1.0	0.2	2.0	4.0	4.0	7.0
Zm00001d047616	Zm00001d047616	0.7	0.2	0.5	0.3	0.5	0.5	1.0	0.3		0.5		0.1		0.9	0.3	0.4	0.8	0.4	0.2	0.3	0.8	2.0	0.6
Zm00001d047617	Zm00001d047617	21.0	26.0	31.0	20.0	17.0	24.0	4.0	7.0	3.0	7.0	5.0	6.0		20.0	23.0	21.0	6.0	10.0	2.0	5.0	12.0	13.0	7.0
Zm00001d047618	Zm00001d047618	19.0	15.0	10.0	9.0	10.0	9.0	62.0	130.0	137.0	83.0	82.0	112.0	70.0	65.0	12.0	11.0	12.0	27.0	1.0	11.0	31.0	6.0	71.0
Zm00001d047620	Zm00001d047620						0.1		0.1	0.2	0.1	0.7	0.2		0.2	0.2	0.4	6.0				2.0	0.1	0.1
Zm00001d047621	Zm00001d047621			0.1	0.2			0.4					0.1		0.2			0.2		0.2	133.0		0.1	0.4
Zm00001d047625	Zm00001d047625		0.2		4.0												0.1				4.0	0.8		0.8
Zm00001d047632	phytochromeB2	2.0	4.0	4.0	5.0	2.0	2.0	3.0	1.0	1.0	1.0	0.5	1.0	0.1	3.0	1.0	2.0	1.0	0.4	0.3	4.0	0.8	16.0	6.0
Zm00001d047633	Zm00001d047633	11.0	10.0	10.0	9.0	9.0	10.0	7.0	8.0	4.0	11.0	5.0	8.0	4.0	10.0	9.0	9.0	5.0	10.0	10.0	9.0	6.0	12.0	10.0
Zm00001d047634	virescent30	50.0	43.0	50.0	68.0	57.0	55.0	141.0	16.0	5.0	41.0	9.0	16.0	1.0	45.0	58.0	53.0	27.0	30.0	6.0	10.0	39.0	18.0	24.0
Zm00001d047635	Zm00001d047635	26.0	22.0	18.0	44.0	46.0	42.0	53.0	14.0	23.0	8.0	12.0	13.0	4.0	26.0	62.0	78.0	49.0	21.0	20.0	37.0	45.0	18.0	35.0
Zm00001d047636	enhancer of zeste2	2.0	5.0	3.0	7.0	4.0	5.0	13.0	1.0	2.0	0.6	1.0	1.0	0.1	2.0	3.0	4.0	2.0	8.0	4.0	10.0	6.0	7.0	7.0
Zm00001d047637	Zm00001d047637	6.0	3.0	5.0	7.0	7.0	11.0	1.0	0.5	0.7	1.0	0.2	0.6		3.0	11.0	9.0	0.4	0.8	0.2	0.5	7.0	3.0	1.0
Zm00001d047638	Zm00001d047638	0.4	3.0	1.0	9.0	2.0	0.3	2.0	7.0	18.0	0.2	2.0	9.0	3.0	0.9		0.2	0.4	3.0	0.7	1.0	2.0	7.0	7.0
Zm00001d047639	nicotianamine synthase6	0.1			0.1		0.1	0.3					0.1	2.0	0.2	0.1		0.2	0.5			0.2	0.1	
Zm00001d047640	thiaminase3	2.0	0.4	0.8	2.0	4.0	2.0	6.0	3.0	10.0	3.0	1.0	2.0		11.0	7.0	7.0	8.0	4.0	0.5	8.0	5.0	4.0	4.0
Zm00001d047641	Zm00001d047641													0.1										
Zm00001d047644	bZIP-transcription factor 77												0.1		0.3									
Zm00001d047647	Zm00001d047647							0.1		0.1														
Zm00001d047648	Zm00001d047648								0.2		0.4		0.3											
Zm00001d047654	Zm00001d047654	0.2		0.2					0.1		0.6		0.3											
Zm00001d047657	Zm00001d047657								0.2		1.0		0.5											
Zm00001d047658	nicotianamine synthase10																				0.1			
Zm00001d047659	Zm00001d047659	2.0	0.4	0.1	5.0	3.0	2.0	2.0	0.5	0.9	2.0	2.0	0.3			0.4	0.4		0.1		0.3	0.3	3.0	3.0
Zm00001d047661	Zm00001d047661	9.0	23.0	15.0	25.0	17.0	12.0	0.3	31.0	4.0	18.0	54.0	27.0	0.1	15.0	18.0	14.0	24.0	5.0	2.0	3.0	9.0	0.5	12.0
Zm00001d047662	Zm00001d047662	3.0	1.0	0.6	4.0	1.0	1.0	3.0	0.8	2.0	2.0	7.0	0.9	0.6	9.0	36.0	29.0	9.0	4.0		1.0	9.0	0.7	3.0
Zm00001d047663	Zm00001d047663	27.0	9.0	10.0	3.0	7.0	20.0	8.0	21.0	13.0	13.0	8.0	8.0	0.8	38.0	8.0	7.0	28.0	15.0	10.0	43.0	19.0	26.0	45.0
Zm00001d047664	Zm00001d047664	0.2	0.4	0.4		0.1	0.1	0.5	3.0	6.0		0.8	2.0	0.1	2.0	1.0	2.0	2.0	2.0		7.0	20.0	1.0	1.0
Zm00001d047666	Zm00001d047666	6.0	5.0	5.0	8.0	7.0	7.0	9.0	4.0	3.0	5.0	6.0	4.0	3.0	4.0	7.0	8.0	4.0	9.0	7.0	7.0	8.0	6.0	6.0
Zm00001d047667	Zm00001d047667	33.0	33.0	38.0	18.0	19.0	30.0	15.0	30.0	13.0	60.0	20.0	31.0	0.1	31.0	17.0	21.0	16.0	33.0	5.0	9.0	20.0	22.0	21.0
Zm00001d047670	Zm00001d047670																		0.1	0.1	0.3			
Zm00001d047671	MYB-transcription factor 154	0.9			0.1	0.3	0.9	1.0						0.1	1.0			0.4	0.1			0.1	0.2	0.4
Zm00001d047672	Zm00001d047672	1.0	0.8	0.6	1.0	0.4	0.7		0.6	0.3	0.9	1.0	0.8	0.1	2.0	0.2	0.4	0.2	0.4	0.3	0.7	0.7	2.0	1.0
Zm00001d047673	Zm00001d047673	10.0	13.0	15.0	9.0	22.0	26.0		3.0	0.1	8.0	0.7	3.0	0.1	4.0	18.0	18.0	0.1	3.0		0.1	12.0	1.0	2.0
Zm00001d047674	Zm00001d047674	0.1	0.1	0.1	0.1		0.1		0.2	2.0	0.1	0.4	0.3		2.0	2.0	3.0		0.9	0.7	0.6	66.0	0.3	0.5
Zm00001d047675	Zm00001d047675	15.0	7.0	10.0	0.9	3.0	7.0	3.0	5.0	5.0	3.0	8.0	4.0	0.7	17.0	13.0	9.0	15.0	22.0	4.0	7.0	20.0	6.0	5.0
Zm00001d047676	PHD-transcription factor 36	4.0	5.0	5.0	15.0	8.0	7.0	6.0	8.0	9.0	5.0	8.0	9.0	6.0	3.0	12.0	15.0	3.0	16.0	20.0	17.0	19.0	7.0	8.0
Zm00001d047677	Zm00001d047677	3.0	3.0	1.0	9.0	9.0	9.0	2.0	4.0	2.0	0.6	7.0	4.0		0.6	4.0	5.0	1.0	0.8	0.1	1.0	2.0	2.0	5.0
Zm00001d047679	Zm00001d047679	34.0	20.0	25.0	20.0	22.0	20.0	0.3	5.0	2.0	8.0	6.0	5.0	1.0	24.0	24.0	24.0	5.0	25.0	6.0	6.0	46.0	10.0	4.0
Zm00001d047680	Zm00001d047680	5.0	10.0	7.0	11.0	5.0	2.0	0.1	2.0	0.1	5.0	2.0	3.0		3.0	2.0	3.0	0.1	0.7	0.1	0.3	3.0	10.0	8.0
Zm00001d047681	Zm00001d047681	2.0	2.0	2.0	3.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.1	1.0	1.0	2.0	1.0	2.0	0.9	5.0	1.0	4.0	2.0
Zm00001d047683	Zm00001d047683	6.0	5.0	4.0	13.0	11.0	9.0	4.0	8.0	4.0	6.0	10.0	8.0	0.1	1.0	8.0	9.0	3.0	9.0	0.8	7.0	9.0	8.0	9.0
Zm00001d047685	Zm00001d047685	5.0	16.0	8.0	7.0	4.0	3.0	2.0	36.0	45.0	5.0	29.0	33.0		8.0	5.0	4.0	7.0	1.0	0.6	10.0	22.0	27.0	9.0
Zm00001d047687	Zm00001d047687	12.0	16.0	9.0	27.0	24.0	23.0	12.0	8.0	36.0	4.0	10.0	14.0	0.6	33.0	13.0	25.0	24.0	12.0	1.0	16.0	21.0	6.0	14.0
Zm00001d047688	Zm00001d047688													0.1										
Zm00001d047689	Zm00001d047689	17.0	13.0	12.0	15.0	24.0	18.0	7.0	8.0	3.0	22.0	5.0	7.0		4.0	10.0	11.0	3.0	11.0	2.0	6.0	11.0	10.0	12.0
Zm00001d047690	Zm00001d047690	6.0	1.0	0.3	6.0	8.0	7.0	19.0	1.0	1.0	4.0	2.0	0.7		0.3	6.0	7.0	0.4	3.0	2.0	5.0	5.0	8.0	7.0
Zm00001d047694	Zm00001d047694	9.0	23.0	21.0	17.0	9.0	7.0	0.5	21.0	4.0	28.0	24.0	26.0	1.0	20.0	9.0	8.0	7.0	3.0	2.0	5.0	19.0	10.0	6.0
Zm00001d047695	Zm00001d047695			0.1			0.1	0.1									0.1					0.1		
Zm00001d047696	Zm00001d047696	1.0	4.0	3.0	0.6	1.0	1.0	3.0	2.0	6.0	0.3		1.0	0.1	5.0	2.0	2.0	44.0	13.0	0.1	0.9	3.0	0.9	2.0
Zm00001d047697	Zm00001d047697	367.0	311.0	303.0	274.0	251.0	265.0	102.0	350.0	149.0	704.0	612.0	280.0	0.9	233.0	237.0	180.0	439.0	331.0	39.0	64.0	328.0	107.0	205.0
Zm00001d047698	Zm00001d047698			0.1			0.1		0.1	0.1			0.1	0.4		0.8	1.0		0.5			1.0		
Zm00001d047699	Zm00001d047699	88.0	59.0	82.0	31.0	42.0	51.0	30.0	41.0	27.0	71.0	34.0	40.0	2.0	55.0	71.0	58.0	30.0	35.0	9.0	16.0	56.0	50.0	48.0
Zm00001d047701	Zm00001d047701	0.2	0.2	0.1	18.0	9.0	1.0	1.0	1.0	2.0		0.9	2.0		0.4	0.9	1.0	1.0	0.2	0.1		11.0	1.0	2.0
Zm00001d047702	Zm00001d047702	6.0	7.0	6.0	8.0	8.0	7.0	5.0	3.0	9.0	3.0	2.0	3.0	0.2	6.0	5.0	5.0	4.0	6.0	0.6	3.0	12.0	6.0	9.0
Zm00001d047705	Zm00001d047705	0.3		0.1	0.2	0.1	0.2	0.1	5.0	3.0	3.0	5.0	2.0			0.1	0.2					1.0		5.0
Zm00001d047706	Zm00001d047706	0.2																	0.1					0.1
Zm00001d047707	Zm00001d047707	454.0	502.0	515.0	252.0	313.0	246.0	89.0	609.0	121.0	1136.0	703.0	550.0	2.0	317.0	182.0	156.0	314.0	329.0	137.0	101.0	220.0	204.0	361.0
Zm00001d047708	Zm00001d047708	5.0	5.0	3.0	10.0	15.0	10.0	6.0	3.0	1.0	4.0	4.0	2.0	1.0	1.0	9.0	11.0	1.0	3.0	2.0	6.0	6.0	8.0	7.0
Zm00001d047709	Zm00001d047709	4.0	5.0	5.0	3.0	3.0	2.0	2.0	7.0	4.0	6.0	2.0	7.0		4.0	2.0	2.0	3.0	5.0	1.0	3.0	1.0	6.0	8.0
Zm00001d047710	Zm00001d047710	2.0	0.4	0.1	2.0	2.0	2.0	12.0	0.3	0.3	0.7	0.4	0.3	0.2	0.1	2.0	3.0	0.3	2.0	0.8	6.0	9.0	18.0	3.0
Zm00001d047711	Zm00001d047711							0.4													0.2	0.4	0.1	0.1
Zm00001d047712	Zm00001d047712	12.0	9.0	13.0	3.0	4.0	9.0	0.4	2.0	0.3	5.0	1.0	2.0		3.0	7.0	7.0	0.1	3.0	0.5	0.7	2.0	3.0	1.0
Zm00001d047713	Zm00001d047713	35.0	50.0	42.0	38.0	49.0	50.0	17.0	33.0	14.0	58.0	31.0	36.0	2.0	23.0	48.0	44.0	18.0	57.0	9.0	14.0	42.0	25.0	32.0
Zm00001d047716	MYB-related-transcription factor 72																					0.1		
Zm00001d047717	Zm00001d047717	7.0	5.0	4.0	10.0	9.0	11.0	6.0	2.0	1.0	3.0	2.0	2.0	0.2	2.0	9.0	10.0	0.9	4.0	0.9	4.0	10.0	6.0	9.0
Zm00001d047719	Zm00001d047719	11.0	21.0	23.0	11.0	8.0	7.0	1.0	9.0	14.0	4.0	6.0	9.0	0.2	10.0	2.0	4.0	12.0	3.0	1.0	3.0	4.0	10.0	10.0
Zm00001d047720	Zm00001d047720	76.0	88.0	104.0	53.0	46.0	47.0	27.0	93.0	157.0	96.0	141.0	94.0	2.0	87.0	51.0	41.0	116.0	85.0	9.0	23.0	47.0	25.0	76.0
Zm00001d047721	Zm00001d047721	0.1					0.1		0.6	2.0		0.5	0.5	90.0	0.4	0.1	0.3	0.4	0.1		2.0	1.0	0.2	0.1
Zm00001d047722	Zm00001d047722	0.1			0.3	0.3		1.0	0.2	1.0	0.2	0.2	0.3	0.3	0.4	0.2	0.2	0.3	0.7	0.3	0.9	0.9	0.1	0.4
Zm00001d047723	Zm00001d047723	9.0	8.0	8.0	11.0	4.0	8.0	2.0	4.0	2.0	0.9	2.0	5.0	0.1	5.0	1.0	2.0	1.0	0.3		2.0	8.0	3.0	1.0
Zm00001d047726	Zm00001d047726	3.0	6.0	5.0	5.0	3.0	3.0	12.0	6.0	8.0	2.0	6.0	9.0	12.0	4.0	3.0	4.0	2.0	4.0	4.0	14.0	0.6	12.0	9.0
Zm00001d047727	Zm00001d047727	26.0	55.0	46.0	60.0	36.0	38.0	10.0	54.0	42.0	62.0	68.0	49.0	0.2	16.0	27.0	25.0	25.0	118.0	20.0	15.0	36.0	12.0	34.0
Zm00001d047728	Zm00001d047728	1.0	0.3	0.7	0.2	0.9	0.4	0.1	1.0	2.0	0.8	3.0	2.0			0.4	0.8	0.2	0.3			2.0		1.0
Zm00001d047732	Zm00001d047732	4.0	2.0	3.0	2.0	3.0	2.0	2.0	1.0	3.0	1.0	0.8	0.9		2.0	3.0	3.0	2.0	0.7	1.0	3.0	18.0	4.0	1.0
Zm00001d047736	asparagine synthetase4		0.1				0.1	5.0	38.0	107.0	0.2	0.8	19.0		0.3	0.2	0.6	10.0	0.4	0.2	3.0	0.5	0.2	0.9
Zm00001d047737	Zm00001d047737	0.1	3.0	0.4	2.0	0.1			2.0	0.1		0.1	2.0		0.5			0.1	0.1		0.1	1.0	0.2	0.2
Zm00001d047738	Zm00001d047738	10.0	14.0	11.0	31.0	11.0	5.0	3.0	16.0	7.0	14.0	27.0	10.0	0.2	8.0	3.0	4.0	3.0	1.0	7.0	7.0	15.0	19.0	20.0
Zm00001d047739	Zm00001d047739	4.0	2.0	0.8	7.0	12.0	8.0	9.0	2.0	2.0	2.0	2.0	1.0	0.1	0.7	7.0	8.0	0.8	3.0	1.0	6.0	8.0	6.0	8.0
Zm00001d047740	Zm00001d047740							0.4	0.1	0.4				122.0							1.0	0.5	2.0	0.3
Zm00001d047742	MADS-transcription factor 28						0.1														0.1			
Zm00001d047743	fatty acid desaturase7	37.0	33.0	29.0	28.0	30.0	22.0	76.0	18.0	20.0	16.0	10.0	18.0	0.1	8.0	37.0	37.0	22.0	7.0	0.8	99.0	81.0	34.0	62.0
Zm00001d047744	Zm00001d047744	0.1	0.6	0.1				2.0		1.0			1.0							0.1	18.0			0.1
Zm00001d047745	Zm00001d047745	18.0	28.0	31.0	14.0	14.0	11.0	7.0	27.0	9.0	22.0	33.0	28.0	1.0	31.0	9.0	10.0	17.0	18.0	5.0	12.0	9.0	15.0	18.0
Zm00001d047746	Zm00001d047746	38.0	18.0	29.0	14.0	39.0	57.0	3.0	6.0	0.5	22.0	3.0	7.0		16.0	53.0	48.0	2.0	9.0	0.4	2.0	30.0	7.0	6.0
Zm00001d047747	taxilin1	16.0	9.0	11.0	7.0	8.0	11.0	6.0	5.0	4.0	7.0	4.0	5.0	1.0	5.0	16.0	15.0	4.0	10.0	3.0	4.0	7.0	6.0	5.0
Zm00001d047749	Zm00001d047749	5.0	3.0	3.0	3.0	4.0	6.0	10.0	8.0	7.0	5.0	10.0	9.0		8.0	5.0	6.0	12.0	4.0	9.0	21.0	7.0	14.0	10.0
Zm00001d047750	Zm00001d047750	0.7	2.0	2.0	3.0	0.7	0.2	0.5	36.0	39.0	3.0	24.0	30.0		2.0	0.2	0.2	11.0	3.0	10.0	13.0	1.0	10.0	4.0
Zm00001d047752	LBD-transcription factor 41							0.2	0.2			1.0	0.3											0.1
Zm00001d047753	Zm00001d047753	0.4	18.0	3.0	19.0	6.0	0.3	0.1	50.0	13.0	48.0	143.0	43.0		3.0	0.1	0.1	0.5	8.0	17.0	0.5	2.0	0.4	5.0
Zm00001d047754	Zm00001d047754	24.0	30.0	25.0	21.0	18.0	11.0	12.0	42.0	30.0	31.0	62.0	44.0	6.0	13.0	10.0	9.0	9.0	7.0	17.0	44.0	13.0	20.0	23.0
Zm00001d047755	Zm00001d047755	7.0	4.0	5.0	8.0	9.0	8.0	7.0	4.0	2.0	8.0	4.0	3.0	1.0	5.0	8.0	9.0	5.0	11.0	4.0	9.0	7.0	8.0	10.0
Zm00001d047757	Zm00001d047757	188.0	178.0	186.0	60.0	62.0	113.0	64.0	193.0	369.0	150.0	187.0	216.0	9.0	183.0	125.0	113.0	118.0	121.0	4.0	38.0	166.0	39.0	459.0
Zm00001d047758	MAP kinase1	9.0	5.0	6.0	1.0	3.0	3.0	10.0	27.0	45.0	7.0	11.0	25.0	0.2	10.0	32.0	40.0	18.0	6.0	0.3	21.0	27.0	7.0	65.0
Zm00001d047759	Zm00001d047759	8.0	4.0	4.0	8.0	11.0	9.0	30.0	1.0	0.7	3.0	0.4	1.0		2.0	9.0	10.0	1.0	2.0	0.5	2.0	5.0	4.0	5.0
Zm00001d047760	Zm00001d047760	8.0	6.0	7.0	9.0	5.0	4.0	20.0	2.0	2.0	3.0	1.0	2.0	0.4	7.0	3.0	4.0	7.0	2.0	0.3	1.0	3.0	3.0	3.0
Zm00001d047761	Zm00001d047761	22.0	14.0	14.0	52.0	64.0	43.0	94.0	11.0	3.0	13.0	12.0	8.0	0.1	6.0	32.0	44.0	4.0	2.0	8.0	19.0	38.0	35.0	24.0
Zm00001d047762	Zm00001d047762	3.0	1.0	1.0	8.0	10.0	8.0	2.0	2.0	2.0	5.0	1.0	2.0	2.0	0.4	7.0	6.0	0.5	2.0	2.0	6.0	8.0	5.0	4.0
Zm00001d047763	Zm00001d047763	22.0	19.0	16.0	29.0	21.0	17.0	25.0	16.0	37.0	16.0	17.0	16.0	10.0	16.0	13.0	12.0	29.0	19.0	13.0	15.0	20.0	10.0	48.0
Zm00001d047764	Zm00001d047764	25.0	19.0	16.0	27.0	22.0	23.0	4.0	12.0	50.0	9.0	6.0	7.0	0.1	17.0	8.0	11.0	14.0	7.0	15.0	8.0	41.0	5.0	3.0
Zm00001d047765	Zm00001d047765	9.0	1.0	2.0	4.0	6.0	7.0	134.0	10.0	38.0	3.0	0.8	17.0		23.0	14.0	17.0	34.0	13.0	9.0	57.0	2.0	1.0	30.0
Zm00001d047766	Zm00001d047766	51.0	51.0	65.0	22.0	31.0	34.0	18.0	44.0	16.0	92.0	42.0	46.0	0.3	45.0	34.0	25.0	25.0	37.0	5.0	10.0	38.0	22.0	49.0
Zm00001d047767	Zm00001d047767	3.0	3.0	3.0	2.0	3.0	5.0	4.0	1.0	2.0	0.9	1.0	1.0	1.0	3.0	3.0	3.0	3.0	1.0	0.3	3.0	4.0	3.0	4.0
Zm00001d047768	Zm00001d047768	2.0	3.0	3.0	13.0	8.0	1.0	27.0	0.1	0.5	0.1		0.2		11.0	0.9	1.0	38.0	0.1	0.1	0.8	0.5	0.3	0.6
Zm00001d047769	calcium pump3	16.0	20.0	17.0	23.0	15.0	13.0	15.0	20.0	10.0	21.0	21.0	22.0	33.0	8.0	13.0	12.0	3.0	14.0	24.0	21.0	13.0	14.0	27.0
Zm00001d047770	Zm00001d047770	7.0	0.7	0.7	3.0	7.0	11.0	7.0	0.4	0.9	1.0	0.3	0.4	34.0	0.5	14.0	17.0	0.4	3.0	2.0	6.0	11.0	4.0	6.0
Zm00001d047771	Zm00001d047771	3.0	3.0	4.0	2.0	5.0	2.0	0.4	0.4	0.2	0.2	0.1	0.3		4.0	1.0	1.0	0.1	0.3		0.1	2.0	0.8	0.2
Zm00001d047772	Zm00001d047772	6.0	5.0	6.0	1.0	2.0	3.0	18.0	13.0	20.0	3.0	3.0	12.0	11.0	9.0	3.0	4.0	6.0	5.0	4.0	11.0	4.0	12.0	12.0
Zm00001d047774	Zm00001d047774	4.0	0.9	1.0	4.0	6.0	5.0	0.7	1.0	0.1	4.0	1.0	2.0	0.8	0.7	3.0	3.0	0.3	0.9		0.3	3.0	3.0	2.0
Zm00001d047775	Zm00001d047775	0.3	0.1	0.1	0.1		0.1	0.1	88.0	73.0	0.2	0.7	93.0	0.1	0.6	0.3	0.1				1.0	0.4	0.1	0.3
Zm00001d047776	Zm00001d047776	6.0	4.0	8.0	2.0	4.0	9.0	4.0	6.0	8.0	2.0	1.0	5.0		3.0	12.0	12.0	0.5	5.0	1.0	3.0	6.0	4.0	2.0
Zm00001d047777	Zm00001d047777	7.0	5.0	5.0	5.0	6.0	7.0	3.0	5.0	5.0	3.0	8.0	5.0		2.0	8.0	8.0	1.0	1.0	0.8	2.0	4.0	0.8	7.0
Zm00001d047778	Zm00001d047778			0.1							0.1											0.1		
Zm00001d047779	Zm00001d047779	2.0	3.0	2.0	0.6	1.0	2.0	1.0	0.5	4.0	0.4	0.1	0.8		41.0	4.0	3.0	5.0	0.4	0.6	3.0	16.0	26.0	23.0
Zm00001d047780	Zm00001d047780	12.0	14.0	13.0	32.0	18.0	23.0	6.0	7.0	6.0	3.0	8.0	7.0		5.0	15.0	19.0	2.0	5.0	2.0	4.0	9.0	4.0	10.0
Zm00001d047781	Zm00001d047781	23.0	19.0	24.0	10.0	13.0	14.0	10.0	15.0	9.0	18.0	11.0	13.0	2.0	15.0	18.0	15.0	7.0	2.0	1.0	3.0	13.0	14.0	12.0
Zm00001d047782	Zm00001d047782	0.1									0.1													
Zm00001d047783	Zm00001d047783			0.1	0.1																			
Zm00001d047784	Zm00001d047784	0.1															0.2							
Zm00001d047786	Zm00001d047786								0.3	0.5	0.3	0.2	0.2								0.1			0.1
Zm00001d047787	histone2A1	1147.0	1167.0	1416.0	1082.0	2004.0	1142.0	7.0	698.0	111.0	1200.0	1069.0	782.0	2.0	712.0	1421.0	1459.0	246.0	675.0	11.0	39.0	616.0	116.0	323.0
Zm00001d047788	Zm00001d047788	474.0	362.0	523.0	184.0	427.0	249.0	66.0	252.0	121.0	381.0	290.0	246.0	4.0	436.0	157.0	122.0	142.0	74.0	10.0	15.0	96.0	65.0	206.0
Zm00001d047789	Zm00001d047789	8.0	9.0	11.0	14.0	8.0	3.0	781.0	2.0	2.0	3.0	1.0	2.0		18.0	1.0	2.0	83.0	2.0	3.0	2.0	6.0	4.0	6.0
Zm00001d047790	Zm00001d047790									0.2				49.0	0.1				8.0	1.0				
Zm00001d047793	Zm00001d047793	22.0	26.0	25.0	31.0	19.0	21.0	34.0	37.0	23.0	19.0	49.0	35.0	22.0	44.0	27.0	27.0	39.0	35.0	10.0	24.0	21.0	26.0	26.0
Zm00001d047794	Zm00001d047794	30.0	22.0	28.0	36.0	43.0	34.0	20.0	24.0	20.0	32.0	30.0	28.0	1.0	19.0	40.0	45.0	18.0	20.0	6.0	12.0	43.0	11.0	15.0
Zm00001d047796	Zm00001d047796	9.0	18.0	19.0	16.0	9.0	8.0	10.0	25.0	15.0	15.0	32.0	31.0	1.0	20.0	15.0	17.0	75.0	14.0	5.0	23.0	23.0	11.0	18.0
Zm00001d047797	Zm00001d047797	34.0	156.0	92.0	123.0	42.0	24.0	27.0	314.0	188.0	114.0	319.0	308.0	13.0	56.0	19.0	21.0	77.0	21.0	11.0	58.0	16.0	24.0	150.0
Zm00001d047799	Zm00001d047799	8.0	0.1	0.1	0.1	0.1		11.0	6.0	6.0			10.0	0.1	0.2	0.3	0.3	10.0	5.0	13.0	67.0	0.1	118.0	1.0
Zm00001d047800	Zm00001d047800	19.0	18.0	21.0	14.0	15.0	19.0	10.0	24.0	28.0	13.0	18.0	25.0	26.0	14.0	19.0	19.0	13.0	6.0	6.0	15.0	16.0	13.0	23.0
Zm00001d047801	Zm00001d047801	17.0	11.0	9.0	15.0	15.0	10.0	5.0	12.0	31.0	6.0	14.0	13.0		10.0	15.0	15.0	4.0	12.0	12.0	21.0	11.0	11.0	13.0
Zm00001d047802	Zm00001d047802	2.0	1.0	2.0	12.0	5.0	0.8	5.0	0.2		0.1		0.3		1.0	1.0	1.0	0.6				0.2	0.2	0.4
Zm00001d047804	Zm00001d047804	34.0	47.0	60.0	34.0	18.0	20.0	16.0	45.0	23.0	23.0	53.0	46.0	0.2	32.0	16.0	17.0	23.0	20.0	22.0	20.0	12.0	26.0	30.0
Zm00001d047805	Zm00001d047805	2.0	0.9	0.7	2.0	3.0	3.0	3.0	0.7	3.0	1.0	0.7	0.7	0.1	1.0	2.0	2.0	3.0	0.4	0.3	1.0	2.0	2.0	2.0
Zm00001d047806	Zm00001d047806	12.0	14.0	7.0	9.0	18.0	14.0	2.0	9.0	21.0	8.0	7.0	7.0	0.1	6.0	6.0	7.0	2.0	1.0	0.5	2.0	6.0	2.0	9.0
Zm00001d047807	Zm00001d047807																		0.3					
Zm00001d047808	initiator binding protein1	4.0	5.0	3.0	8.0	5.0	2.0	6.0	3.0	3.0	3.0	4.0	3.0	17.0	3.0	4.0	5.0	3.0	3.0	8.0	16.0	4.0	5.0	6.0
Zm00001d047812	Zm00001d047812	18.0	27.0	23.0	18.0	9.0	14.0	7.0	41.0	20.0	22.0	89.0	43.0	3.0	17.0	12.0	12.0	30.0	23.0	16.0	26.0	14.0	16.0	26.0
Zm00001d047813	GRAS-transcription factor 1	8.0	10.0	11.0	7.0	4.0	4.0	5.0	14.0	10.0	10.0	12.0	12.0	0.1	10.0	11.0	11.0	6.0	4.0	4.0	8.0	9.0	15.0	15.0
Zm00001d047814	Zm00001d047814	12.0	43.0	23.0	16.0	18.0	12.0	38.0	25.0	86.0	0.1	7.0	30.0	26.0	89.0	11.0	15.0	71.0	0.3	0.1	11.0	5.0	2.0	12.0
Zm00001d047820	Zm00001d047820	10.0	8.0	19.0	0.3	3.0	4.0	2.0	2.0	2.0	5.0	2.0	2.0		8.0	2.0	4.0	4.0	0.3		0.3	1.0	3.0	5.0
Zm00001d047821	Zm00001d047821	20.0	17.0	19.0	2.0	4.0	9.0	48.0	2.0	27.0	3.0	2.0	2.0	0.7	16.0	4.0	6.0	21.0	0.6	2.0	6.0	9.0	8.0	32.0
Zm00001d047822	Zm00001d047822	0.4	0.9	0.2	0.1	0.9	2.0	3.0			0.3					0.6	0.7					0.8	0.8	3.0
Zm00001d047823	Zm00001d047823	8.0	8.0	8.0	6.0	11.0	13.0	4.0	4.0	3.0	3.0	2.0	3.0		9.0	15.0	15.0	6.0	4.0	0.2	3.0	13.0	5.0	3.0
Zm00001d047824	Zm00001d047824	19.0	18.0	27.0	12.0	11.0	10.0	6.0	18.0	21.0	8.0	16.0	18.0		19.0	8.0	10.0	16.0	6.0	4.0	7.0	4.0	8.0	13.0
Zm00001d047827	Zm00001d047827							0.1																
Zm00001d047828	Zm00001d047828	22.0	29.0	30.0	30.0	21.0	22.0	13.0	21.0	9.0	35.0	9.0	21.0		20.0	15.0	14.0	12.0	58.0	22.0	11.0	21.0	28.0	22.0
